Date,Year,Islamic Date,Blast Day Type,Holiday Type,Time,City,Latitude,Longitude,Province,Location,Location Category,Location Sensitivity,Open/Closed Space,Influencing Event/Event,Target Type,Targeted Sect if any,Killed Min,Killed Max,Injured Min,Injured Max,No. of Suicide Blasts,Explosive Weight (max)(kg),Hospital Names,Temperature(C),Temperature(F)
2011-08-31,2011,5 SHawwal 1432 A.H.,Holiday,eid-ul-fitar,Wednesday Morning just after offering Eid prayers,quetta,30.2095,67.0182,balochistan,near the Eidgah in Marriabad Major Muhammad Ali Shaheed Road.,religious,medium,open,,religious,shiite,11,13,12,25,1,60.0,['city hospitals'],25.59,78.062
2011-09-01,2011,6 SHawwal 1432 A.H.,Holiday,eid-ul-fitar,Thursday night ,lakki marwat,32.6018,70.9148,kpk,near a Police & Rangers station in Darra Pezu Town,police_rangers,high,open,,police_rangers,,3,2,14,25,1,300.0,,20.84,69.512
2011-09-07,2011,,Working Day,,,quetta,30.2095,67.0182,balochistan,FC DIG's residence at Anscumb road ,military,high,closed,,military,,26,28,60,82,2,100.0,"['civil hospital', 'cmh']",28.465,83.237
2011-09-15,2011,,Working Day,,After noon,dir,34.8453,71.9046,kpk,Jandola Town in Lower Dir-100 km from Swatvalley,parks_grounds,low,open,,civilian,,26,34,63,75,1,0.0,,27.235,81.023
2011-09-19,2011,,Working Day,,7:30 AM,karachi,24.9918,66.9911,sindh,Street 32-off Saba Avenue-DHA Phase VIII-house of CID SSP,police_rangers,high,open,,police_rangers,,,8,4,7,1,300.0,,29.195,84.551
2011-10-28,2011,,Working Day,,,nowshehra,34.0322,73.0944,kpk,Risalpur area of the Nowshera district,police_rangers,,,,police_rangers,,,2,,,1,0.0,,17.535,63.563
2011-11-07,2011,,Working Day,,,swabi,34.1335,72.4702,kpk,Malikabad area of Swabi,government,,,,government official,,,3,,9,,0.0,,19.065,66.317
2011-11-16,2011,,Working Day,,,karachi,24.9918,66.9911,sindh,Sea view-clifton-at lover's point adjacent to village hotel,attack on Convoy,low,open,,police_rangers,,5,7,,1,1,0.0,['jinnah postgraduate medical center'],25.305,77.549
2011-11-18,2011,,Working Day,,3:38AM,karachi,24.9918,66.9911,sindh,Block 13-near Pehlwan Goth roundabout-Gulistan-e-Jauhar,residence,low,closed,,military,,,1,,,1,0.0,['jinnah postgraduate medical center'],27.245,81.041
2011-12-24,2011,,Working Day,,"5:30 AM,5:40 AM",bannu,32.935,70.6688,kpk,Tochi Scouts headquarters in Bannu,military,high,open,,military,,4,6,18,19,1,500.0,['cmh bannu'],7.28,45.104
2012-01-03,2012,,Working Day,,1:00 PM,gujrat,32.5737,74.0786,punjab,Gorali village-4 km from Gujrat,parks_grounds,low,open,,civilian,,,2,,,1,0.0,,10.935,51.683
2012-01-03,2012,,Working Day,,2:00 PM,peshawar,34.0043,71.5448,kpk,trade center on arbab road in university town,market,low,closed,,civilian,,,2,19,28,1,5.5,['khyber teaching hospital'],12.07,53.726
2012-01-03,2012,,Working Day,,2:15 PM,khyber agency,34.0211,71.2874,fata,landikotal town,market,low,open,,civilian,,,3,7,9,1,0.0,,11.285,52.313
2012-01-14,2012,,Working Day,,2:00 PM,d.g khan,31.8238,70.9095,kpk,District Police & Rangers officer's office,police_rangers,high,open,,police_rangers,,4,8,7,10,3,0.0,['district headquarters hospital'],6.71,44.078
2012-01-30,2012,,Working Day,,4:00 PM,peshawar,34.0043,71.5448,kpk,Pakha Ghullam area,residence,low,open,,anti_militants,,3,4,7,8,1,3.0,['lady reading hospital'],11.325,52.385
2012-02-17,2012,,Working Day,,2:00 PM,kuram agency,32.9746,70.1456,fata,Parachinar Outside Shia Mousque,market,low,open,,civilian,shiite,21,28,,36,1,0.0,['agency headquarter hospital'],0.04,32.072
2012-02-16,2012,,Working Day,,,dir,35.1977,71.8749,fata,Dir Town in Northwestren Districk of Upperdir near Afghan Boarder,market,low,open,,civilian,,1,1,3,3,1,0.0,,4.985,40.973
2012-02-24,2012,,Working Day,,,peshawar,34.0043,71.5448,kpk,C-Division Police & Rangers Station (Kotwali Police & Rangers Stataion),police_rangers,high,closed,,police_rangers,,0,4,,6,3,0.0,,9.905,49.829
2012-03-03,2012,,Holiday,weekend,,peshawar,34.0043,71.5448,kpk,Shabqadar town 35KM northeast of Peshawar,attack on Convoy,high,open,,government official,,0,1,,6,1,6.0,['lady reading hospital (lrh)'],16.955,62.519
2012-03-04,2012,,Holiday,weekend,,d.g khan,31.8238,70.9095,kpk,Police & Rangers patrol in main market area of D.G KhanKPK,attack on Convoy,low,open,,police_rangers,,,0,,3,1,0.0,['district headquarters hospital'],15.735,60.323
2012-03-11,2012,,Holiday,weekend,,peshawar,34.0043,71.5448,kpk,Badaber Area 15Km from Peshawer,parks_grounds,low,open,,government official,,14,15,30,33,1,6.0,['lady reading hospital (lrh)'],13.33,55.994
2012-03-15,2012,,Working Day,,,peshawar,34.0043,71.5448,kpk,Pishtakhara Square-Close to Bara-Khayber Aagency,police_rangers,low,open,,police_rangers,,1,1,2,5,1,6.0,"['hayatabad medical hospital', 'khyber teaching hospital']",15.75,60.35
2012-03-23,2012,,Working Day,,,khyber agency,34.0211,71.2874,kpk,Akkakhel area of Bara in Khyber Agency,religious,low,open,,anti_militants,,5,13,9,10,1,0.0,,19.65,67.37
2012-04-05,2012,,Working Day,,7:56 PM,karachi,24.9918,66.9911,sindh,Garision Area of Malir,attack on Convoy,low,open,,police_rangers,,4,7,12,14,1,0.0,,31.345,88.421
2012-05-04,2012,,Working Day,,7:45 AM,bajaur agency,34.8718,71.5249,fata,security checkpoint in the middle of Khar Bazaar ,market,low,open,,police_rangers,,24,26,40,75,1,0.0,"['agency headquarters hospital (ahh)', 'lady reading hospital (lrh)', '']",24.58,76.244
2012-06-12,2012,,Working Day,,,peshawar,34.0043,71.5448,kpk,Bazidkhel Village-Badhaber Area,attack on Convoy,low,open,,anti_militants,,2,3,,5,1,8.0,['lady reading hospital (lrh)'],30.605,87.089
2012-06-28,2012,,Working Day,,,quetta,30.2095,67.0182,balochistan,Hazar Ganji Area,attack on Convoy,low,open,,religious,shiite,13,14,20,30,1,50.0,"['civil hospital', 'bolan medical complex', 'cmh']",28.455,83.219
2012-07-16,2012,,Working Day,,9:30AM,bannu,32.935,70.6688,kpk,Old City Police & Rangers Station,police_rangers,high,closed,,police_rangers,,2,7,2,8,1,0.0,['district hospital bannu'],24.555,76.199
2012-09-03,2012,,Working Day,,,peshawar,34.0043,71.5448,kpk,Abdara Road,foreign,low,open,,foreigner,,0,2,18,21,1,105.0,"['khyber teaching hospital', 'american club']",29.015,84.227
2012-09-10,2012,,Working Day,,2:40pm,kuram agency,32.9746,70.1456,fata,Kashmir Chowk-Parachinar,market,low,open,,civilian,,14,15,40,80,1,0.0,,19.935,67.883
2012-10-13,2012,,Holiday,weekend,10:35am,dara adam khel,33.6854,71.5131,kpk,Darra Bazar-Near Headquarters of Pro-Ggovernment Peac Body,market,medium,open,,anti_militants,,13,20,39,41,1,30.0,['lady reading hospital'],23.495,74.291
2012-11-04,2012,,Holiday,weekend,"2:00 PM,2:30 PM",buner,34.3943,72.6151,kpk,Near District Headquarters Hospital in Daggar Area,attack on Convoy,low,open,,anti_militants,,5,6,7,10,1,0.0,['district headquarters hospital'],19.195,66.551
2012-11-07,2012,,Working Day,,,peshawar,34.0043,71.5448,kpk,Near Khan Razzaq Police & Rangers Station-Qissa Khawani Bazaar,attack on Convoy,high,open,,police_rangers,,6,8,28,37,1,7.5,['lady reading hospital'],19.825,67.685
2012-11-08,2012,,Working Day,,6:55am,karachi,24.9918,66.9911,sindh,Sachal Police & Rangers' Headquarters-North Nazimabad Block B Area,military,high,open,,military,,0,3,18,23,1,125.0,"['abbasi shaheed hospital', 'sindh police & rangers hospital', 'pns shifa hospital']",25.995,78.791
2012-11-19,2012,,Working Day,,,mohmand agency,32.9746,70.1456,fata,Ghaiba Khwar Area of Haleemzai Tehsil,attack on Convoy,low,open,,government official,,0,0,3,4,1,0.0,['ghallanai headquarter hospital'],7.52,45.536
2012-11-21,2012,,Working Day,,6:15pm,karachi,24.9918,66.9911,sindh,Orangi Town Sec-5E-Near Haider-e-Qarrar Imambargah,religious,high,open,Muharram Procession,religious,shiite,3,4,4,7,1,4.5,"['qatar hospital', 'abbasi shaheed hospital']",22.22,71.996
2012-11-21,2012,,Working Day,,,rawalpindi,33.6058,73.0437,punjab,Imambargah Qasar-e-Shabbir in Dhok Syedan-Misrial Road,religious,high,open,Muharram Procession,religious,shiite,12,20,25,40,1,0.0,"['dhq', 'combined military', 'benazir bhutto hospital']",16.795,62.231
2012-11-25,2012,,Holiday,ashura,,d.g khan,31.8238,70.9095,kpk,Commissionary Bazaar-Choglia Area,market,high,open,Muharram Procession,religious,shiite,5,6,70,80,1,12.0,"['district headquarter teaching hospital', 'combined military hospital']",12.21,53.978
2012-11-29,2012,,Working Day,,,waziristan,32.3202,69.8597,fata,Rustam Bazaar,attack on Convoy,low,open,,anti_militants,,5,8,10,18,1,0.0,['tehsil headquarter hospital wana'],3.895,39.011
2012-12-04,2012,,Working Day,,,peshawar,34.0043,71.5448,kpk,Haved Police & Rangers Station Bannu,police_rangers,high,open,,police_rangers,,,,6,10,1,700.0,['dhq hospital bannu'],15.435,59.783
2012-12-05,2012,,Working Day,,6:30AM,waziristan,32.3202,69.8597,fata,Zaree Noor Camp-Angoor Adda Rd,military,high,open,,military,,2,3,20,25,1,0.0,['first treatment hospital'],7.1,44.78
2012-12-22,2012,,Holiday,weekend,,peshawar,34.0043,71.5448,kpk,Dhaki Nalbandi Area-Qissa Khwani Bazar,residence,high,closed,,government official,,,9,17,20,1,5.0,['lady reading hospital'],15.065,59.117
2013-01-10,2013,,Working Day,,,quetta,30.2095,67.0182,balochistan,Two suicide bombers blew themselves up at a crowded snooker club on Alamdar Road,market,high,closed,,civilian,shiite,51,93,116,121,2,0.0,"['civil hospital ', ' the combined military hospital', 'quetta']",9.06,48.308
2013-02-01,2013,,Working Day,,Friday prayer time,hangu,33.5351,71.0713,kpk,Masjid Faizullah and Masjid Purdil near Marketplace,religious,high,open,Possibley anti-taliban Sunni Council,civilian,sunni,24,27,40,50,1,0.0,"['dhq', 'kohat']",10.79,51.422
2013-02-14,2013,,Working Day,,,hangu,33.5351,71.0713,kpk,Security checkpost located in Tal area of Hangu ,military,high,open,FC check post,military,,7,,8,23,1,0.0,,12.12,53.816
2013-02-14,2013,,Working Day,,,bannu,32.935,70.6688,kpk,Maryan Police & Rangers station in Frontier Region Bannu,police_rangers,high,open,TTP avenged killing of their fighters in custody and bodies thrown in Miramshah,police_rangers,,0,0,1,,4,0.0,,8.31,46.958
2013-02-16,2013,,Working Day,weekend,6:00pm,quetta,30.2095,67.0182,balochistan,Kirani Road near Hazara Town,market,medium,open,,civilian,shiite,64,84,180,200,1,1000.0,"['civil hospital ', ' the combined military hospital']",5.49,41.882
2013-02-18,2013,,Working Day,,,peshawar,34.0043,71.5448,kpk,Khyber Agency's Political Agent Office in Peshawar,office building,high,closed,,government official,,5,,7,,2,6.0,['lady reading hospital'],15.55,59.99
2013-03-18,2013,,Working Day,,12:10pm,peshawar,34.0043,71.5448,kpk,Judicial Complex loacated on Khyber Road,office building,high,open,Court Proceeding,government official,,2,4,22,47,2,6.0,['lady reading hospital'],18.725,65.705
2013-03-23,2013,,Holiday,pakistan day,,waziristan,32.9746,70.1456,fata,Security Checkpost near Miramshah,military,high,open,Tochi Scouts Check Post Building,military,,8,22,20,35,1,0.0,,6.44,43.592
2013-03-29,2013,,Working Day,,,peshawar,34.0043,71.5448,kpk,Near security check post Saddar Cantt area of Peshawar,market,high,open,FC convoy,military,,5,12,11,35,,0.0,['lady reading hospital'],21.525,70.745
2013-04-16,2013,,Working Day,,,peshawar,34.0043,71.5448,kpk,The bomb blast took place in Yakatoot in Kotwali Abid Khan,market,high,open,Election campain gathering of a Secular Party,civilian,,16,18,49,60,1,6.0,['lady reading hospital'],22.805,73.049
2013-04-16,2013,,Working Day,,5:30pm,waziristan,32.9746,70.1456,fata,Near Dirdhoni Check Post,military,high,open,Military Convoy,military,,7,9,8,18,1,0.0,['military hospital miranshah'],16.9,62.42
2013-04-20,2013,,Working Day,,,bajaur agency,34.8718,71.5249,fata,Outside Headquarter Hospital,office building,high,open,,civilian,,4,4,4,4,1,0.0,['headquarter hospital bajour agency'],18.81,65.858
2013-04-23,2013,,Working Day,,,quetta,30.2095,67.0182,balochistan,Paramilitary check post near the Shiite neighbourhood,residence,high,open,Secratian,civilian,shiite,6,6,37,40,1,0.0,,17.65,63.77
2013-04-29,2013,,Working Day,,,peshawar,34.0043,71.5448,kpk,Jehangir Abad neighbourhood on Arbab Road,market,high,open,,civilian,,8,10,30,45,,6.0,['khyber teaching hospital'],23.69,74.642
2013-05-01,2013,,Holiday,labour day,,shikarpur,28.0,68.6667,sindh,Southern Shikarpur district of Sindh province-some 400 kilometres (250 miles) northeast of Karachi,attack on Convoy,low,open,Parliamentary Candidate from National People's Party in Sindh,civilian,,1,1,2,2,,0.0,,30.715,87.287
2013-05-07,2013,,Working Day,,,hangu,33.5351,71.0713,kpk,Near Market in the town of Doaba,market,high,open,KP 43 Election Candidate Syed Janan of JUIF,civilian,,12,12,35,40,,0.0,,25.335,77.603
2013-05-08,2013,,Working Day,,5:30am,bannu,32.935,70.6688,kpk,Domail Police & Rangers station Bannu,police_rangers,high,open,Bannu Police & Rangers,police_rangers,,2,3,23,27,,0.0,['government hospital bannu'],20.715,69.287
2013-05-11,2013,,Holiday,general elections,Evening,karachi,24.9918,66.9911,sindh,Manghopir,military,medium,open,,military,,2,2,3,5,,0.0,,30.64,87.152
2013-05-12,2013,,Holiday,weekend,Evening,quetta,30.2095,67.0182,balochistan,Residence IG Police & Rangers province of Balochistan,police_rangers,high,open,,police_rangers,,6,7,45,68,,0.0,['civil hospital'],23.635,74.543
2013-05-24,2013,,Working Day,,Noon,peshawar,34.0043,71.5448,kpk,Outside Jamia Uloom al-Islamia Peshawar,religious,high,open,Afghan Religious Leader Haji Hidayatullah,religious,,3,3,2,2,,6.0,,34.725,94.505
2013-06-03,2013,,Working Day,,,waziristan,32.9746,70.1456,fata,Razmak town 20kms to the north of Miramshah,military,high,open,Security Checkpost,military,,,,2,2,,0.0,,21.715,71.087
2013-06-15,2013,,Working Day,,Noon,quetta,30.2095,67.0182,balochistan,Parking of Sardar Bahadur Khan University-Quetta,educational,low,open,,civilian,,12,14,19,19,,0.0,['bolan medical complex quetta'],29.55,85.19
2013-06-15,2013,,Working Day,,Noon,quetta,30.2095,67.0182,balochistan,Bolan Medical Complex,hospital,low,closed,Security officials visiting victims of suicide attack on student bus of Sarda Bahdur Khan Women Univrsity ,police_rangers,,11,11,,,,0.0,['bolan medical complex quetta'],29.55,85.19
2013-06-18,2013,,Working Day,,4pm,mardan,34.1982,72.0444,kpk,Zaragaranoo Kallay-Ittehad Colony Mardan,parks_grounds,low,open,Police & Rangers officials argue that Imran Khan Mohmand-a provincial lawmaker seems to have been the target,civilian,,27,34,52,60,,7.5,"['tehsil headquarters takht bhai', 'mardan medical complex ', ' lady reading hospital in peshawar']",27.465,81.437
2013-06-21,2013,,Working Day,,,peshawar,34.0043,71.5448,kpk,Gulshan Colony,religious,high,closed,Sectarian strife,civilian,shiite,14,15,28,30,,6.5,['lady reading hospital'],35.0,95.0
2013-06-30,2013,,Holiday,weekend,Evening,quetta,30.2095,67.0182,balochistan,Hazara Town,religious,high,open,Sectarian strife,civilian,shiite,28,30,65,70,,0.0,"['bolan medical complex quetta', 'cmh', 'civil hospital']",30.915,87.647
2013-07-08,2013,,Working Day,,,hangu,33.5351,71.0713,kpk,Doaba Bazaar,market,high,open,Tribal elder Malik Habibullah Khan was the target,civilian,,6,8,10,10,,0.0,,30.72,87.296
2013-07-25,2013,,Working Day,,Evening,sukkur,27.6833,68.8667,sindh,Sukkur Barrage Colony,police_rangers,low,open,Coordinated assault on ISI sukkur office building,military,,8,9,30,30,2,0.0,,36.345,97.421
2013-07-26,2013,,Working Day,,Evening,kuram agency,32.9746,70.1456,kpk,Parachinar Bazaar,market,high,open,,civilian,shiite,43,50,180,200,2,0.0,['parachinar headquarters hospital'],26.015,78.827
2013-08-08,2013,,Holiday,eid holidays,,quetta,30.2095,67.0182,balochistan,Police & Rangers Headquarters Quetta,police_rangers,high,open,Gathering on Funeral prayers of SHO City Mohibullah who was shot dead earlier in the day,police_rangers,,30,38,50,60,1,8.0,"['civil hospital ', ' cmh quetta']",31.06,87.908
2013-09-22,2013,,Holiday,,,peshawar,34.0043,71.5448,kpk, All Saints Church near Qissa Khawani bazaar in  Peshawar,religious,high,open,Two suicide attackers blew themselves up outside a church near Qissa Khawani bazaar,civilian,,78,81,100,145,2,0.0,['lady reading hospital'],29.84,85.712
2013-10-02,2013,,Working Day,,,chaman,30.9222,66.4447,balochistan,southwestern border crossin between Afghanistan and Pakistan,office building,high,open,,government official,,6,8,10,16,1,0.0,,24.42,75.956
2013-10-03,2013,,Working Day,,,hangu,33.5351,71.0713,kpk,Spin Tall region of Hangu,residence,high,open,A Compound of an anti-Taliban militia commander Mullah Nabi Hanafi was targetted by militants,anti_militants,,15,17,22,22,1,0.0,,25.96,78.728
2013-10-11,2013,,Working Day,,,waziristan,32.3202,69.8597,fata,Wana-main town of South waziristan,military,high,open,Military Convoy,military,,2,2,2,2,,0.0,,19.61,67.298
2013-10-16,2013,,Holiday,eid holidays,Evening,d.g khan,31.8238,70.9095,kpk,Tehsil Kulachi-50km away from D.G Khan,residence,high,open,KP Law Minister Israrullah Gandapur was targeted and killed in the attack,civilian,,8,9,30,30,,0.0,,28.61,83.498
2013-11-16,2013,,Holiday,weekend,,bannu,32.935,70.6688,kpk,Near River Kurram bridge,attack on Convoy,high,open,Targeted van of security forces ,military,,0,0,7,7,,0.0,['cmh bannu'],13.09,55.562
2013-11-19,2013,,Working Day,,,waziristan,32.9746,70.1456,fata,Mir Ali town of Miramshah,parks_grounds,high,open,It is said that Bannu TTP Militant commander Saifuddin was the target,anti_militants,,7,7,1,1,,0.0,,12.545,54.581
2013-11-22,2013,,Working Day,,10:55 AM,khyber agency,34.0211,71.2874,kpk,Torkhan customs office in Landikotal,office building,medium,closed,,government official,,0,0,26,26,,5.0,"['hayatabad medical complex', 'peshawar']",15.985,60.773
2013-12-17,2013,,Working Day,,Evening,rawalpindi,33.6058,73.0437,punjab,Gracy line area near Airport,religious,medium,open,Sectarian strife,civilian,shiite,3,3,14,,,0.0,"['benazir bhutto hospital ', ' district headquarters hospital']",14.39,57.902
2013-12-18,2013,,Working Day,,Evening,waziristan,32.9746,70.1456,fata,Kharoji checkpoint-about three kilometres east of Miranshah,military,high,open,Targeted security checkpoint as a revenge for killing Hakimullah Mahsud,military,,5,5,25,34,,0.0,,8.19,46.742
2013-12-20,2013,,Working Day,,,karachi,24.9918,66.9911,sindh,Pakhtoon Chowk close to Old Sabzi Mandi-Karachi,market,medium,open,Inspector Shafiq Tanoli was targeted,police_rangers,,2,2,20,21,,0.0,['jinnah hospital'],18.735,65.723
2014-01-01,2014,,Working Day,,,quetta,30.2095,67.0182,balochistan,Qambrani Road in Akhtarabad-on the outskirts of Quetta,transport,high,open,Sectarian strife,civilian,shiite,2,3,30,31,,0.0,['bolan medical complex'],1.605,34.889
2014-01-06,2014,,Working Day,,,hangu,33.5351,71.0713,kpk,Shia-dominated Ibrahimzai area of Hangu district,educational,high,open,Sectarian strife,civilian,shiite,2,2,2,2,,0.0,,9.235,48.623
2014-01-09,2014,,Working Day,,,karachi,24.9918,66.9911,sindh,Near Essa Nagri at the Lyari Expressway,attack on Convoy,low,open,Superintendent of Police & Rangers (SP) Crime Investigation Department (CID) Chaudhry Aslam was the TTP target,police_rangers,,3,3,7,11,,22.5,['agha khan university hospital'],15.395,59.711
2014-01-20,2014,,Working Day,,7:45 AM,rawalpindi,33.6058,73.0437,punjab,R.A Bazaar,market,high,open,TTP claimed this attack as ‘payback’ for a deadly military raid on the Lal Masjid (Red Mosque) in Rawalpindi in 2007.,military,,13,13,15,15,,0.0,,11.455,52.619
2014-01-23,2014,,,,,peshawar,34.0043,71.5448,kpk,Kohatroad,,,,,,,,6,,8,,0.0,,11.11,51.998
2014-01-29,2014,,Working Day,,,karachi,24.9918,66.9911,sindh,North Nazimabad Police & Rangers headquarters,military,high,open,Police & Rangers targeted by TTP,military,,3,3,0,1,,0.0,['abbasi shaheed hospital'],19.865,67.757
2014-02-04,2014,,Working Day,,,peshawar,34.0043,71.5448,kpk,Kocha Risaldar area of Peshawar,hotel,medium,closed,Sectarian strife,civilian,,9,9,25,50,,5.0,['lady reading hospital'],10.82,51.476
2014-02-07,2014,,Working Day,,,khanewal,30.2999,71.9308,punjab,,attack on Convoy,low,open,Search operation of Security forces,police_rangers,,0,0,5,5,,0.0,,13.335,56.003
2014-02-10,2014,,Working Day,,,peshawar,34.0043,71.5448,kpk,Essa Khel Garhi area of Peshawar,residence,low,open,Search operation of Security forces,civilian,,4,4,3,3,,6.0,['lady reading hospital'],12.535,54.563
2014-02-13,2014,,Working Day,,,karachi,24.9918,66.9911,sindh,Razzaqabad Police & Rangers training college in Karachi's Shah Latif Town,police_rangers,high,open,TTP revenge,police_rangers,,11,13,36,47,,27.5,['jinnah hospital'],20.305,68.549
2014-02-24,2014,,Working Day,,,peshawar,34.0043,71.5448,kpk,Iranian consulate in University Town,attack on Convoy,high,open,Sectarian strife,military,,2,3,8,10,,60.0,['lady reading hospital'],16.13,61.034
2014-03-03,2014,,Working Day,,,islamabad,33.718,73.0718,capital,District court in Islamabadsector F-8,office building,medium,open,Judge with Laal masjid case,government official,,11,11,24,29,,0.0,['pakistan institute of medical sciences'],10.81,51.458
2014-03-14,2014,,Working Day,,,peshawar,34.0043,71.5448,kpk,Sarband Area on the outskirts of city,police_rangers,high,open,Police & Rangers patrol,police_rangers,,8,11,32,45,,14.0,['lady reading hospital'],17.68,63.824
2014-04-24,2014,,Working Day,,,karachi,24.9918,66.9911,sindh,Near old vegetable market,market,high,open,Police & Rangers Inspector Ishfaq Tanoli was the target of the blast,police_rangers,,2,4,2,15,,0.0,,30.56,87.008
2014-05-11,2014,,Holiday,,12:40 PM,peshawar,34.0043,71.5448,kpk,Inside a mosque in Shahi Bagh area near Tirah IDPs registration center,religious,high,closed,IDPs of Tirah Valley,civilian,,4,5,9,11,,10.0,['lady reading hospital'],25.31,77.558
2014-06-04,2014,,Working Day,,9:20:00 AM,fateh jang,33.5689,72.6378,punjab,At a railway crossing at the junction of Fateh Jang and Rawalpindi,attack on Convoy,low,open,Security forces vehicle,military,,5,5,5,5,,2.0,['dhq fateh jang'],31.055,87.899
2014-06-08,2014,,Holiday,,,taftan,28.28,62.35,balochistan,Hotel in Taftan near the Pakistan-Iran border,hotel,high,closed,Shia pilgrims,civilian,shiite,23,30,7,16,,0.0,['cmh quetta'],27.51,81.518
2014-06-09,2014,,Working Day,,,karachi,24.9918,66.9911,sindh,Jinnah Airport-Airport Road Karachi,,,,,,,,28,,24,,0.0,,32.695,90.851
2014-06-19,2014,,Working Day,,,peshawar,34.0043,71.5448,kpk,Residence of an anti-Taliban peace militia in Matan Adezai area of Peshawar,residence,medium,closed,Farman Ullah-the leader of anti-militants lashkar,civilian,,1,2,5,5,,0.0,['lady reading hospital'],32.965,91.337
2014-06-24,2014,,Working Day,,,waziristan,32.9746,70.1456,fata,Near a military checkpost in Spinwam village in Shawal valley,hospital,high,open,Operation Zarb-e-Azab,military,,3,3,1,1,,0.0,,28.265,82.877
2014-09-24,2014,,Working Day,,,peshawar,34.0043,71.5448,kpk,,attack on Convoy,medium,open,the target of the bombing appeared to be Brigadier Khalid Javed-the second most senior officer in the Frontier Corps force,military,,4,5,18,29,,45.0,"['lady reading hospital', 'combined military hospital']",29.84,85.712
2014-10-04,2014,,Working Day,,Night,quetta,30.2095,67.0182,balochistan,Near a girls high school in Hazara Town,educational,high,open,Hazara ethnic shitte group,civilian,shiite,5,5,12,12,,0.0,"['bolan medical complex hospital', 'combined military hospital (cmh)']",26.59,79.862
2014-10-15,2014,,,,,tirah valley,33.8679,70.51364,fata,Pir Mela Area of Tirah Valley in Khyber Agency,,,,,,,,7,,5,,0.0,,17.21,62.978
2014-10-23,2014,,Working Day,,,quetta,30.2095,67.0182,balochistan,,parks_grounds,medium,open,Jamiat Ulema-e-Islam-Fazl (JUI-F) chief Fazlur Rehman had a narrow escape as a suicide bomber detonated explosives near his vehicle outside a political rally in Quetta,civilian,,2,3,15,20,,0.0,,21.405,70.529
2014-11-02,2014,,Holiday,weekend,,wagah,31.6047,74.5729,punjab,Pak-India Border Crossing on Grand Trunk Road,military,high,open,,civilian,,45,55,70,120,,15.0,"['general hospital lahore', '']",22.18,71.924
2014-12-16,2014,,,,,peshawar,34.0043,71.5448,kpk,Army Public School,,,,,,,,148,,132,,0.0,,9.86,49.748
2014-12-28,2014,,,,,zhob,31.35,69.45,balochistan,Ismailzai,,,,,,,,2,,0,,0.0,,8.445,47.201
2015-01-30,2015,,,,,shikarpur,28.0,68.6667,sindh,Imambargah,,,,,,,60,62,,39,,0.0,,16.225,61.205
2015-02-13,2015,,,,,peshawar,34.0043,71.5448,kpk,Imambargah,,,,,,,,21,,60,,0.0,,17.235,63.023
2015-02-17,2015,,,,,lahore,31.5451,74.3407,punjab,Near Police & Rangers Line ,,,,,,,5,9,,,,0.0,,18.68,65.624
2015-02-18,2015,,,,,rawalpindi,33.6,73.0333,punjab,Qasre-sina Imambargah-kurri road,,,,,,,,5,,6,,0.0,,15.25,59.45
2015-03-15,2015,,,,,lahore,31.5451,74.3407,punjab,Outside Church,,,,,,,,17,70,72,,0.0,,18.63,65.534
2015-03-20,2015,,,,,karachi,24.9918,66.9911,sindh,Roadside Qalandria Chowk North Nazimabad,,,,,,,2,3,0,0,,0.0,,27.0,80.6
2015-05-06,2015,,Working Day,,,kuram agency,32.9746,70.1456,fata, outside a high-school football ground in Alizai area of Lower Kuram Agency ,,,,,,,2,3,,3,,0.0,['ali zai hospital'],25.985,78.773
2015-05-26,2015,,Working Day,,,karachi,24.9918,66.9911,sindh,Orangi Town Faqeer Colony,,,,,police_rangers,,1,2,,,,0.0,,33.05,91.49
2015-05-26,2015,,Working Day,,,karachi,24.9918,66.9911,sindh,Orangi Town Faqeer Colony,,,,,,,,5,,,,0.0,,33.05,91.49
2015-05-29,2015,,Working Day,,,lahore,31.5451,74.3407,punjab,Kalma Chowk near  Qaddafi Stadium,,,,,,,1,2,,6,,0.0,,34.08,93.344
2015-06-06,2015,,Weekend,,,sargodha,32.0836,72.6711,punjab,near Ghausia Market Sargodha,,,,,,,,2,,6,,0.0,,29.9,85.82
2015-06-08,2015,,Working Day,,,waziristan,32.9746379,70.1455,fata,near the Afghan border in Pakistan's restive North Waziristan tribal area,,,,The clashes were marked by an intense exchange of fire between security forces and militants-the report added. Of the 19 militants killed-five were militant commanders. The seven soldiers were killed when one of the militants detonated a suicide vest while being chased by troops.,,,7,19,,,,0.0,,26.82,80.276
2015-06-11,2015,,Working Day,,,peshawar,34.0043,71.5448,kpk,Peshawar’s Hayatabad area ,,,,,,,1,2,4,7,,0.0,,30.58,87.044
2015-06-29,2015,,Working Day,,,lahore,,,punjab,A house in Sheikhupura district ,,,,,,,1,4,,,,0.0,,,
2015-07-17,2015,,Holiday,,,quetta,,,balochistan,Entrance of a Shiite neighborhood in southwestern Pakistan,,,, a suicide attacker has detonated his explosive vest at the entrance of a Shiite neighborhood in southwestern Pakistan killing one security guard.,,,1,1,,,,0.0,,,
